fold,date,tier,p_home,actual_home,predicted_home,correct,brier,format
2,2022-08-07,IVL,0.45402087928166174,1.0,0,0,0.29809320026036973,3
2,2022-08-07,IVL,0.45035845996064555,1.0,0,0,0.3021058225368332,3
2,2022-08-07,IVL,0.4986461654978468,0.0,0,1,0.248647998365706,3
2,2022-08-18,IVL,0.42706057327967906,0.0,0,1,0.18238073324996812,3
2,2022-08-18,IVL,0.6357384270042404,0.0,1,0,0.40416334756982597,5
2,2022-08-18,IVL,0.6451438536680822,0.0,1,0,0.4162105919257039,3
2,2022-08-19,IVC,0.4833816134746484,0.0,0,1,0.2336577842453544,3
2,2022-08-19,IJL,0.7078004906671125,1.0,1,1,0.08538055325438022,3
2,2022-08-19,IJL,0.36725345832679346,0.0,0,1,0.13487510265298983,3
2,2022-08-19,IVC,0.7157081077806562,1.0,1,1,0.08082187998165499,3
2,2022-08-19,IVL,0.49254206054828464,0.0,0,1,0.24259768140915008,3
2,2022-08-19,IVL,0.2614079817174422,1.0,0,0,0.5455181694707022,5
2,2022-08-19,IJL,0.8081199746830405,1.0,1,1,0.036817944115637005,3
2,2022-08-20,IVL,0.6530292697321545,1.0,1,1,0.12038868766260202,3
2,2022-08-20,IVL,0.6093727820825605,1.0,1,1,0.15258962337791876,3
2,2022-08-20,IJL,0.6359333352385492,1.0,1,1,0.13254453639052657,3
2,2022-08-20,IJL,0.5129761805618201,1.0,1,1,0.23719220070015282,3
2,2022-08-20,IVC,0.507038870794501,0.0,1,0,0.2570884164965627,3
2,2022-08-20,IVC,0.43591270920524394,0.0,0,1,0.19001989004665557,3
2,2022-08-21,IVC,0.5187562043195013,0.0,1,0,0.2691079995199762,3
2,2022-08-21,IVC,0.41962032017630924,1.0,0,0,0.3368405727522498,3
2,2022-08-21,IJL,0.4743637171123526,1.0,0,0,0.2762935018879429,3
2,2022-08-21,IVL,0.6016538277195238,1.0,1,1,0.15867967297050684,3
2,2022-08-21,IJL,0.36262702440314626,0.0,0,1,0.13149835882748004,5
2,2022-08-26,IJL,0.5788992422714374,1.0,1,1,0.17732584815956956,5
2,2022-08-26,IJL,0.4982898865543527,1.0,0,0,0.2517130379336443,5
